Freq	Pol	SR	Beam	Type	Channel Name	FTA	V.PID	A.PID	SID	Row
10714	H	22000 2/3	1KR	TV	Main TV HD (01-02 & 03-04 & 07-08 & 09-10 & 13-14 & 15-16 & 19-20 & 21-22)	Yes	2010	2011[Ger]	5900	0
10714	H	22000 2/3	1KR	TV	TV Touring Mainfranken/Würzburg HD (00-01 & 04-05 & 06-07 & 10-11 & 12-13 & 16-17 & 18-19 & 22-23)	Yes	2010	2011[Ger]		0
10714	H	22000 2/3	1KR	TV	TV Touring Main-Rhön/Schweinfurt (02-03 & 05-06 & 08-09 & 11-12 & 14-15 & 17-18 & 20-21 & 23-00)	Yes	2010	2011[Ger]	5900	0
10714	H	22000 2/3	1KR	TV	Franken Fernsehen HD	Yes	1020	2021[Ger]	5901	0
10714	H	22000 2/3	1KR	TV	TVA Ostbayern HD	Yes	2030	2031[Ger]	5902	0
10714	H	22000 2/3	1KR	TV	TV Oberfranken HD	Yes	2040	2041[Ger]	5903	0
10714	H	22000 2/3	1KR	TV	Niederbayern HD	Yes	2050	2051[Ger]	5904	0
10714	H	22000 2/3	1KR	TV	Oberpfalz TV HD	Yes	2060	2061[Ger]	5905	0
10744	H	22000 5/6	1M Europe	TV	Tagesschau 24	Yes	101	102[Ger]	28721	10
10744	H	22000 5/6	1M Europe	TV	One (ARD)	Yes	201	202[Ger]|203[Org]	28722	10
10744	H	22000 5/6	1M Europe	TV	Arte Deutsch	Yes	401	402[Ger]|403[Fre]|407[Fre]|408[Fre]	28724	10
10744	H	22000 5/6	1M Europe	TV	Phoenix	Yes	501	502[Ger]|503[Org]	28725	10
10773	H	22000 3/4	1KR	TV	Anixe HD Serie	Yes	255	259[Ger]	21100	16
10773	H	22000 3/4	1KR	TV	QVC Deutschland HD	Yes	1023	1027[Ger]	21103	16
10773	H	22000 3/4	1KR	TV	HSE 24 HD	Yes	1279	1283[Ger]	21104	16
10773	H	22000 3/4	1KR	TV	Sophia TV	Yes	3071	3072[Ger]	21112	16
10773	H	22000 3/4	1KR	TV	Genius Plus TV	Yes	3327	3328[Ger]	21113	16
10803	H	22000 3/4	1KR	TV	Disney Channel Deutschland HD	Yes	255	259[Ger]	5500	23
10803	H	22000 3/4	1KR	TV	HSE 24 Extra HD	Yes	511	515[Ger]	5501	23
10803	H	22000 3/4	1KR	TV	1-2-3.TV HD	Yes	767	771[Ger]	5502	23
10803	H	22000 3/4	1KR	TV	Deluxe Music HD	No	1023	1027[Ger]	5503	23
10803	H	22000 3/4	1KR	TV	QVC 2 Deutschland HD	Yes	1279	1283[Ger]	5504	23
10803	H	22000 3/4	1KR	TV	Sport 1 HD Deutschland	No	1535	1539[Ger]	5505	23
10803	H	22000 3/4	1KR	TV	Disney Channel Austria HD	Yes	255	259[Ger]	5510	23
10803	H	22000 3/4	1KR	TV	Deluxe Music HD Austria	No	1023	1027[Ger]	5513	23
10847	V	22000 5/6	1M Europe	TV	Bajo Demanda	No	163	400[Spa]	30110	34
10891	H	22000 2/3	1M Europe	TV	RBB Brandenburg HD	Yes	5311	5312[Ger]|5313[mis]	10350	38
10891	H	22000 2/3	1M Europe	TV	RBB Berlin HD	Yes	5311	5312[Ger]|5313[mis]	10351	38
10891	H	22000 2/3	1M Europe	TV	MDR Fernsehen Sachsen HD	Yes	5331	5332[Ger]|5333[mis]	10352	38
10891	H	22000 2/3	1M Europe	TV	MDR Fernsehen Sachsen-Anhalt HD	Yes	5331	5332[Ger]|5333[mis]	10353	38
10891	H	22000 2/3	1M Europe	TV	MDR Fernsehen Thüringen HD	Yes	5331	5332[Ger]|5333[mis]	10354	38
10891	H	22000 2/3	1M Europe	TV	HR Fernsehen HD	Yes	5351	5352[Ger]|5353[mis]	10355	38
10921	H	22000 7/8	1KR	TV	Genius Family	Yes	255	256[Ger]	33	46
10921	H	22000 7/8	1KR	TV	Zee One Deutschland	Yes	511	512[Ger]	35	46
10921	H	22000 7/8	1KR	TV	Sky Sport News Deutschland	Yes	767	768[Ger]	37	46
10921	H	22000 7/8	1KR	TV	HGTV Deutschland	Yes	1023	1024[Ger]	38	46
10921	H	22000 7/8	1KR	TV	Mediashop Life	Yes	1279	1280[Ger]	39	46
10964	H	22000 2/3	1L	TV	TLC HD Deutschland	No	255	259[Ger]	10100	53
10964	H	22000 2/3	1L	TV	Zee One HD Deutschland	Yes	511	515[Ger]	10101	53
10964	H	22000 2/3	1L	TV	Handystar TV HD	Yes	767	771[Ger]	10102	53
10964	H	22000 2/3	1L	TV	MTV HD Deutschland	No	1023	1027[Ger]	10103	53
10964	H	22000 2/3	1L	TV	Channel 21 HD	Yes	1279	1283[Ger]	10104	53
10964	H	22000 2/3	1L	TV	QVC Style HD	Yes	1535	1539[Ger]	10105	53
10964	H	22000 2/3	1L	TV	TLC HD Austria	No	255	259[Ger]	10110	53
10964	H	22000 2/3	1L	TV	MTV HD Austria	No	1023	1027[Ger]	10113	53
10995	H	22000 5/6	1L	TV	SES UHD Demo Channel	Yes	511	515[Eng]	1	63
10995	H	22000 5/6	1L	TV	UHD1 by ASTRA / HD+ (8.00 - 20.00)	Yes	101	102[Ger]	2	63
10995	H	22000 5/6	1L	TV	UHD1 by ASTRA / HD+ (20.00 - 8.00)	No	101	102[Ger]	2	63
11053	H	22000 2/3	1L	TV	Tagesschau 24 HD	Yes	5401	5402[Ger]	10375	70
11053	H	22000 2/3	1L	TV	One HD (ARD)	Yes	5411	5412[Ger]|5413[mis]	10376	70
11053	H	22000 2/3	1L	TV	ARD Alpha HD	Yes	5421	5422[Ger]|5423[mis]	10377	70
11053	H	22000 2/3	1L	TV	SR Fernsehen HD	Yes	5431	5432[Ger]|5433[mis]	10378	70
11053	H	22000 2/3	1L	TV	Radio Bremen TV HD	No	5441	5442[Ger]|5443[mis]	10379	70
11068	V	22000 5/6	1L	TV	RT Español	Yes	1450	1550[Spa]	1150	76
11068	V	22000 5/6	1L	TV	TV Record	No	33	32[Por]	31301	76
11068	V	22000 5/6	1L	TV	Telesur	Yes	2101	2102[Spa]	31304	76
11068	V	22000 5/6	1L	TV	I24 News (French)	Yes	1081	1082[Fre]	31307	76
11082	H	22000 3/4	1N Europe	TV	RTL HD Österreich	No	100	110[Ger]	11911	81
11082	H	22000 3/4	1N Europe	TV	Vox Österreich HD	No	200	210[Ger]	11921	81
11082	H	22000 3/4	1N Europe	TV	Super RTL HD Deutschland	No	300	310[Ger]	11931	81
11082	H	22000 3/4	1N Europe	TV	RTL 2 HD Österreich	No	400	410[Ger]	11941	81
11082	H	22000 3/4	1N Europe	TV	Nitro Deutschland HD	No	500	510[Ger]	11951	81
11112	H	22000 2/3	1L	TV	Sat.1 Gold HD	No	255	259[Ger]	12500	88
11112	H	22000 2/3	1L	TV	Eurosport 1 HD Deutschland	No	767	771[Ger]	12502	88
11112	H	22000 2/3	1L	TV	Eurosport 2 HD Xtra	No	1023	1027[Ger]	12503	88
11112	H	22000 2/3	1L	TV	Sat.1 Gold HD Austria	No	255	259[Ger]	12520	88
11112	H	22000 2/3	1L	TV	Eurosport 1 HD Austria	No	767	771[Ger]	12522	88
11156	V	22000 5/6	1KR	TV	Canal Sur Andalucía	Yes	166	104[Spa]	30505	96
11171	H	22000 3/4	1KR	TV	CNBC Europe HD	No	2047	2051[Eng]	125	98
11186	V	22000 5/6	1L	TV	TV TRWAM	Yes	33	3606[Pol]	4310	100
11214	H	22000 2/3	1KR	TV	RTL UHD Austria	No	4110	4111[Ger]	13410	102
11229	V	22000 2/3	1KR	TV	BBC World News Europe HD	Yes	2091	2092[Eng]	5001	104
11229	V	22000 2/3	1KR	TV	Insight TV HD	No	255	62[Eng]|256[Eng]|257[Ger]	5010	104
11229	V	22000 2/3	1KR	TV	NHK World Japan HD	Yes	1760	1720[Eng]|1722	5021	104
11229	V	22000 2/3	1KR	TV	Al Jazeera English HD	Yes	3101	3103[Eng]	5031	104
11229	V	22000 2/3	1KR	TV	Mont Blanc Live HD	Yes	101	201[Fre]	5081	104
11244	H	22000 5/6	1KR	TV	StarParadies Deutschland	Yes	2220	2221[Ger]	13222	110
11244	H	22000 5/6	1KR	TV	Bibel TV HD	Yes	2240	2241[Ger]	13224	110
11244	H	22000 5/6	1KR	TV	Schau TV HD	Yes	2250	2251[Ger]	13225	110
11244	H	22000 5/6	1KR	TV	StarParadies TV Österreich	Yes	2260	2261[Ger]	13226	110
11244	H	22000 5/6	1KR	TV	Hope Channel Deutsch HD	Yes	2270	2271[Ger]	13227	110
11244	H	22000 5/6	1KR	TV	RTL Plus Österreich	Yes	2290	2291[Ger]	13229	110
11273	H	22000 2/3	1KR	IMG	Flimmit HD	No	3100		13310	118
11273	H	22000 2/3	1KR	TV	Aristo TV	Yes	3110	3111[Ger]	13311	118
11273	H	22000 2/3	1KR	TV	R9 Österreich HD	Yes	3120	3121[Ger]	13312	118
11273	H	22000 2/3	1KR	TV	Krone TV	Yes	3130	3131[Ger]	13313	118
11273	H	22000 2/3	1KR	TV	oe24 TV HD	Yes	3140	3141[Ger]	13314	118
11273	H	22000 2/3	1KR	TV	StarParadies TV Österreich	Yes	3150	3151[Ger]	13315	118
11273	H	22000 2/3	1KR	TV	GoTV	Yes	3160	3161[Ger]	13316	118
11273	H	22000 2/3	1KR	TV	MelodieTV	Yes	3170	3171[Ger]	13317	118
11288	V	22000 2/3	1L	TV	RAI News 24	Yes	520	690[Ita]	4216	127
11288	V	22000 2/3	1L	TV	CBNN HD (Crypto Blockchain News Network)	No	55	3001[Eng]	4221	127
11288	V	22000 2/3	1L	TV	Deutschland Vozrozhdenie	Yes	7686	7687[Ger]	4225	127
11288	V	22000 2/3	1L	TV	QVC Deutschland UHD	Yes	255	256[Ger]	4230	127
11303	H	22000 2/3	1L	TV	ServusTV HD Oesterreich	Yes	3583	3584[Ger]|3585[Eng]	4913	132
11303	H	22000 2/3	1L	TV	ServusTV HD Deutschland	Yes	4920	4921[Ger]|4922[Eng]	4914	132
11347	V	22000 2/3	1KR	TV	3 Sat HD	Yes	6510	6520[Ger]|6521[mis]|6523[mul]	11150	137
11347	V	22000 2/3	1KR	TV	KiKa HD (06-21)	Yes	6610	6620[Ger]	11160	137
11347	V	22000 2/3	1KR	TV	ZDFinfo HD	Yes	6710	6720[Ger]|6721[mis]|6723[mul]	11170	137
11362	H	22000 2/3	1KR	TV	ZDF HD	Yes	6110	6120[Ger]|6121[mis]|6123	11110	141
11362	H	22000 2/3	1KR	TV	ZDF Neo HD	Yes	6310	6320[Ger]|6321[mis]|6323[mul]	11130	141
11377	V	22000 2/3	1L	TV	Telesur HD	Yes	1001	1002[Spa]	6380	144
11377	V	22000 2/3	1L	TV	RT News HD	Yes	1011	1012[Eng]|1013[Eng]	6381	144
11377	V	22000 2/3	1L	TV	RT Español HD	Yes	1021	1022[Spa]|1023[Spa]	6382	144
11377	V	22000 2/3	1L	TV	RT France HD	Yes	1031	1032[Fre]|1033[Fre]	6383	144
11377	V	22000 2/3	1L	TV	Canal Extremadura Sat	Yes	1041	1042[Spa]	6384	144
11377	V	22000 2/3	1L	TV	Galicia TV Europa HD	Yes	1701	1702[Glg]	6385	144
11391	H	22000 5/6	1KR	TV	RTL 2 Schweiz	Yes	255	256[Ger]	12400	151
11391	H	22000 5/6	1KR	TV	RTL UHD	No	2815	2816[Ger]	12410	151
11421	H	22000 5/6	1KR	TV	3+ HD	No	1279	1280[Ger]	4704	155
11421	H	22000 5/6	1KR	TV	Die Neue Zeit TV	Yes	3583	3584[Ger]	4713	155
11421	H	22000 5/6	1KR	TV	1 BetaDigital test card	No	5119	5120[Ger]	4718	155
11421	H	22000 5/6	1KR	TV	2 BetaDigital test card	No	5375	5376[Ger]	4719	155
11421	H	22000 5/6	1KR	TV	3 BetaDigital test card	No	5631	5632[Ger]	4720	155
11494	H	22000 2/3	1N Europe	TV	Das Erste HD	Yes	5101	5102[Ger]|5103[mis]	10301	164
11494	H	22000 2/3	1N Europe	TV	ARTE Deutsch HD	Yes	5111	5112[Ger]|5113[Fre]	10302	164
11494	H	22000 2/3	1N Europe	TV	Südwest Fernsehen Baden-Württemberg HD	Yes	5121	5122[Ger]|5123[mis]	10303	164
11494	H	22000 2/3	1N Europe	TV	Sudwest Fernsehen Rheinland-Pfalz HD	Yes	5131	5132[Ger]|5133[mis]	10304	164
11509	V	22000 5/6	1L	TV	Cubavision Internacional	No	708	728[Spa]	7008	169
11509	V	22000 5/6	1L	TV	Al Jazeera Channel	Yes	709	729[Ara]	7009	169
11509	V	22000 5/6	1L	TV	Arirang World	Yes	711	731[Kor]	7011	169
11538	V	22000 5/6	1L	TV	France 24 Français	Yes	605	625[Fre]	6905	174
11538	V	22000 5/6	1L	TV	France 24 English	Yes	606	626[Eng]	6906	174
11538	V	22000 5/6	1L	TV	CGTN Documentary	Yes	612	632[Eng]	6912	174
11538	V	22000 5/6	1L	TV	CGTN Français	Yes	613	633[Fre]	6913	174
11538	V	22000 5/6	1L	TV	CGTN	Yes	614	634[Eng]	6914	174
11538	V	22000 5/6	1L	TV	TV 5 Monde Europe	Yes	615	635[Fre]	6915	174
11538	V	22000 5/6	1L	TV	TRT World HD	Yes	618	638[Eng]	6918	174
11553	H	22000 2/3	1L	TV	Augsburg TV HD	Yes	1010	1011[Ger]	5800	182
11553	H	22000 2/3	1L	TV	München TV HD	Yes	1020	1021[Ger]	5801	182
11553	H	22000 2/3	1L	TV	RFO HD (18-24)	Yes	1030	1031[Ger]	5802	182
11553	H	22000 2/3	1L	TV	TV Allgäu HD (18-24)	Yes	1040	1041[Ger]	5803	182
11553	H	22000 2/3	1L	TV	TV Ingolstadt HD (18-24)	Yes	1050	1052[Ger]	5804	182
11553	H	22000 2/3	1L	TV	Lokal TV Portal HD	No	1060	[Ger]	5805	182
11553	H	22000 2/3	1L	TV	BB-MV-Lokal TV	Yes	1070	1072[Ger]	5806	182
11582	H	22000 2/3	1N Europe	TV	Bayerisches Fernsehen Süd HD	Yes	5201	5202[Ger]|5203[mis]	10325	191
11582	H	22000 2/3	1N Europe	TV	Bayerisches Fernsehen Nord HD	Yes	5201	5202[Ger]|5203[mis]	10326	191
11582	H	22000 2/3	1N Europe	TV	NDR Fernsehen Niedersachsen HD	Yes	5221	5222[Ger]|5223[mis]	10327	191
11582	H	22000 2/3	1N Europe	TV	NDR Fernsehen Mecklenburg-Vorpommern HD	Yes	5221	5222[Ger]|5223[mis]	10328	191
11582	H	22000 2/3	1N Europe	TV	NDR Fernsehen Hamburg	Yes	5221	5222[Ger]|5223[mis]	10329	191
11582	H	22000 2/3	1N Europe	TV	NDR Fernsehen Schleswig-Holstein HD	Yes	5221	5222[Ger]|5223[mis]	10330	191
11582	H	22000 2/3	1N Europe	TV	Phoenix HD	Yes	5261	5262[Ger]|5263[mul]	10331	191
11597	V	22000 5/6	1L	TV	CNBC Europe	No	307	308[Eng]	10030	199
11597	V	22000 5/6	1L	TV	Bloomberg TV Europe	No	1360	1320[Eng]	10067	199
11597	V	22000 5/6	1L	TV	SBN International	No	1051	1052[Eng]|1053[Spa]	10080	199
11597	V	22000 5/6	1L	TV	Algérie 3 (Thalitha TV)	Yes	514	670[Ara]	10082	199
11597	V	22000 5/6	1L	TV	Canal Algérie 2	Yes	515	680[Ara]	10083	199
11612	H	22000 5/6	1M Widebeam	TV	Kaufbei TV	Yes	6601	6611[Ger]	5126	205
11612	H	22000 5/6	1M Widebeam	TV	TBN Rossiya	Yes	2017	3017[Rus]	5143	205
11612	H	22000 5/6	1M Widebeam	TV	8 Kanal International Russia	Yes	611	631[Rus]	5147	205
11612	H	22000 5/6	1M Widebeam	TV	TV Rus	Yes	255	256[Rus]	5601	205
11627	V	22000 5/6	1M Widebeam	TV	Al Jazeera English	Yes	3505	3625[Eng]		210
11627	V	22000 5/6	1M Widebeam	TV	CNN International Europe	No	165	100[Eng]	4422	210
11627	V	22000 5/6	1M Widebeam	TV	DW English	Yes	529	785[Eng]	4430	210
11656	V	22000 2/3	1N Europe	TV	Sportdigital Fussball HD	No	255	256[Ger]|257[Eng]	4500	215
11656	V	22000 2/3	1N Europe	TV	Sport1+ HD	No	511	512[Ger]|513[Eng]	4501	215
11656	V	22000 2/3	1N Europe	TV	Esport 1 HD	No	767	768[Ger]|769[Eng]	4502	215
11656	V	22000 2/3	1N Europe	TV	Edge Sport HD	No	1023	1024[Eng]	4503	215
11671	H	22000 2/3	1N Europe	TV	Puls 24 HD Austria	Yes	1279	1283[Ger]	5304	220
11671	H	22000 2/3	1N Europe	TV	Sat.1 Gold Austria	Yes	2815	2816[Ger]	5310	220
11671	H	22000 2/3	1N Europe	TV	ProSieben MAXX Austria	Yes	3071	3072[Ger]	5311	220
11671	H	22000 2/3	1N Europe	TV	Kabel eins Doku Austria	Yes	3327	3328[Ger]	5312	220
11671	H	22000 2/3	1N Europe	TV	Kabel Eins Classics	No	3839	3840[Ger]	5314	220
11686	V	22000 5/6	1KR	TV	Aragón TV Int	Yes	160	80[Spa]	30205	226
11778	V	29500 9/10	1M Widebeam	TV	BVN TV Europa	Yes	525	122[Dut]	5701	231
11836	H	27500 3/4	1N Europe	TV	Das Erste	Yes	101	102[Ger]|103[Ger]	28106	235
11836	H	27500 3/4	1N Europe	TV	Bayerisches Fernsehen Sat	Yes	201	202[Ger]|203[Ger]	28107	235
11836	H	27500 3/4	1N Europe	TV	HR Fernsehen	Yes	301	302[Ger]	28108	235
11836	H	27500 3/4	1N Europe	TV	Bayrisches Fernsehen Nord	Yes	501	502[Ger]	28110	235
11836	H	27500 3/4	1N Europe	TV	WDR Fernsehen Köln	Yes	601	602[Ger]	28111	235
11836	H	27500 3/4	1N Europe	TV	Südwest Fernsehen Baden-Württemberg	Yes	801	802[Ger]	28113	235
11856	V	29700 2/3	1M Widebeam	TV	M6 Boutique La Chaîne HD	Yes	610	631[Fre]	8206	242
11934	V	29700 2/3	1M Widebeam	TV	Canal+ France promo HD	No	910	921[Fre]	8909	247
11954	H	27500 3/4	1N Europe	TV	ZDF	Yes	110	120[Ger]|121[mis]|122[mul]	28006	249
11954	H	27500 3/4	1N Europe	TV	3 Sat	Yes	210	220[Ger]|221[mis]|222[mul]	28007	249
11954	H	27500 3/4	1N Europe	TV	KiKa (06-21)	Yes	310	320[Ger]	28008	249
11954	H	27500 3/4	1N Europe	TV	ZDFinfo	Yes	610	620[Ger]|621[mis]|622[mul]	28011	249
11954	H	27500 3/4	1N Europe	TV	ZDF Neo	Yes	660	670[Ger]|671[mis]|672[mul]	28014	249
11973	V	27500 3/4	1M Widebeam	TV	Nickelodeon HD	No	3011	3012[Tur]|3013[Eng]|3014[Rus]|3015[Hrv]	28651	255
11973	V	27500 3/4	1M Widebeam	TV	VH1 Europe	No	3061	3062[Eng]	28656	255
11973	V	27500 3/4	1M Widebeam	TV	VH1 Classic Europe	No	3071	3072[Eng]	28657	255
11973	V	27500 3/4	1M Widebeam	TV	Nick Jr Europe	No	3111	3112[Ger]|3113[Eng]|3114[Fre]|3117[Tur]	28661	255
11973	V	27500 3/4	1M Widebeam	TV	Nick Jr Europe	No	3111	3113[Eng]|3114[Fre]|3116[Rus]|3118[Swe]|3119[Dan]|3120[Nor]|3121[Fin]|3122[Dut]|3128[Por]	28662	255
11973	V	27500 3/4	1M Widebeam	TV	Nick Jr Europe	No	3111	3112[Ger]|3113[Eng]|3114[Fre]|3122[Dut]	28663	255
