Freq	Pol	SR	Beam	Type	Name	Country	Category	Packages	Encryption	SID	VPID	Audio	PMT	PCR	TXT	Last updated	FTA	Row
10971.00	V	29950 3/4	Super	TV	TV 5 Monde (France Belgique Suisse)	Francja	Ogólne	Bis|Fransat	Viaccess 4.0	601	1331	1332[fra]	1330	1331	1335	2017-01-07	No	41001001
10971.00	V	29950 3/4	Super	TV	France 3 Bordeaux	Francja	Regionalne	Bis|Fransat	Viaccess 4.0	4099	931	932[fra]|933[qad]|934[qaa]	930	931		2017-04-12	No	41001003
10971.00	V	29950 3/4	Super	TV	France 3 Clermont Ferrand	Francja	Regionalne	Bis|Fransat	Viaccess 4.0	4101	951	952[fra]|953[qad]|954[qaa]	950	951		2017-04-12	No	41001005
10971.00	V	29950 3/4	Super	TV	France 3 Grenoble	Francja	Regionalne	Bis|Fransat	Viaccess 4.0	4103	971	972[fra]|973[qad]|974[qaa]	970	971		2017-04-12	No	41001007
10971.00	V	29950 3/4	Super	TV	France 3 Limoges	Francja	Regionalne	Bis|Fransat	Viaccess 4.0	4105	991	992[fra]|993[qad]|994[qaa]	990	991		2017-04-12	No	41001009
10971.00	V	29950 3/4	Super	TV	France 3 Lyon	Francja	Regionalne	Bis|Fransat	Viaccess 4.0	4112	1001	1002[fra]|1003[qad]|1004[qaa]	1000	1001		2017-04-12	No	41001011
10971.00	V	29950 3/4	Super	TV	France 3 Marseille	Francja	Regionalne	Bis|Fransat	Viaccess 4.0	4113	1011	1012[fra]|1013[qad]|1014[qaa]	1010	1011		2017-04-12	No	41001013
10971.00	V	29950 3/4	Super	TV	France 3 Montpellier	Francja	Regionalne	Bis|Fransat	Viaccess 4.0	4114	1021	1022[fra]|1023[qad]|1024[qaa]	1020	1021		2017-04-12	No	41001015
10971.00	V	29950 3/4	Super	TV	France 3 Nantes	Francja	Regionalne	Bis|Fransat	Viaccess 4.0	4116	131	132[fra]|133[qad]|134[qaa]	130	131		2017-04-12	No	41001017
10971.00	V	29950 3/4	Super	TV	France 3 Rennes	Francja	Regionalne	Bis|Fransat	Viaccess 4.0	4128	191	192[fra]|193[qad]|194[qaa]	190	191		2017-04-12	No	41001019
11012.00	V	30000 3/5	Transalpine	TV	Rai Sport	Włochy	Sport	RAI	FTA	8562	232	242[ita]|342[eng]	222	232	580	2020-01-22	Yes	45001001
