Freq	Pol	SR	Beam	Type	Name	FTA	Encryption	SID	VPID	APID Lang	Row
10719	V	27500-3/4	Wide	TV	TVP Info	Yes	MPEG-4/HD	4409	168	112[Pol]	8000
10727	H	30000-3/4	Wide	TV	4KUniverse	No	HEVC/UHD 4K|Viaccess	4601	257	258[Eng]	8002
10727	H	30000-3/4	Wide	TV	NASA TV UHD	Yes	HEVC/UHD 4K	4602	357	358[Eng]|359[Eng]	8002
10727	H	30000-3/4	Wide	TV	Travelxp 4K Europe	No	HEVC/UHD 4K|Nagravision|Viaccess	4603	457	458[Eng]|459[Cze]	8002
10727	H	30000-3/4	Wide	TV	Museum	No	HEVC/UHD 4K|Nagravision|Viaccess	4604	60.1	6042[Eng]|6043[Fre]|6044[Pol]	8002
10758	V	27500-3/4	Wide	TV	Stars TV	Yes	MPEG-4/SD	17023	291	547[Pol]	8007
10758	V	27500-3/4	Wide	TV	4 Fun TV	Yes	MPEG-4/SD	17037	265	521[Pol]	8007
10758	V	27500-3/4	Wide	TV	4 Fun Gold	Yes	MPEG-4/SD	17038	276	532[Pol]	8007
10758	V	27500-3/4	Wide	TV	4 Fun Dance	Yes	MPEG-4/SD	17039	280	536[Pol]	8007
10758	V	27500-3/4	Wide	TV	Eska TV Extra	Yes	MPEG-4/SD	17051	337	593[Pol]	8007
10775	H	29900-3/5	Wide	TV	IRINN	Yes	MPEG-4/SD	1506	1060	1061[Per]|10.2[Per]	8013
10775	H	29900-3/5	Wide	TV	Quran TV (Iran)	Yes	MPEG-4/SD	1508	1080	1081[Per]	8013
10775	H	29900-3/5	Wide	TV	IFilm Persian	Yes	MPEG-4/SD	1514	1140	1141[Per]|1142[Ara]	8013
10775	H	29900-3/5	Wide	TV	Nasim	Yes	MPEG-4/SD	1520	1200	1201[Per]	8013
10775	H	29900-3/5	Wide	TV	Jame-Jam TV Network	Yes	MPEG-4/SD	1521	1210	1211[Per]|1212[Per]	8013
10775	H	29900-3/5	Wide	TV	Jame-Jam TV Network	Yes	MPEG-4/SD	1522	1220	1221[Per]	8013
10775	H	29900-3/5	Wide	TV	Jame-Jam TV Network	Yes	MPEG-4/SD	1523	1230	1231[Per]	8013
10775	H	29900-3/5	Wide	TV	Sahar Balkan	Yes	MPEG-4/SD	1526	1260	1261[Bos]	8013
10775	H	29900-3/5	Wide	TV	Sahar Azeri	Yes	MPEG-4/SD	1527	1270	1271[Aze]	8013
10775	H	29900-3/5	Wide	TV	Sahar Urdu	Yes	MPEG-4/SD	1528	1280	1281	8013
10775	H	29900-3/5	Wide	TV	Sahar Kurdi	Yes	MPEG-4/SD	1529	1290	1291[Kur]	8013
10775	H	29900-3/5	Wide	TV	Alkawthar TV	Yes	MPEG-4/SD	1530	1300	1301[Ara]	8013
10775	H	29900-3/5	Wide	TV	Press TV	Yes	MPEG-4/HD	1531	1310	1311[Eng]	8013
10775	H	29900-3/5	Wide	TV	Hispan TV	Yes	MPEG-4/SD	1532	1320	1321[Spa]	8013
10775	H	29900-3/5	Wide	TV	IFilm English	Yes	MPEG-4/SD	1533	1330	1331[Eng]|1332[Per]	8013
10775	H	29900-3/5	Wide	R	Radio Iran	Yes		1551		1511[Per]	8013
10775	H	29900-3/5	Wide	R	Radio Payam	Yes		1552		1521[Per]	8013
10775	H	29900-3/5	Wide	R	Radio Javan	Yes		1553		1531[Per]	8013
10775	H	29900-3/5	Wide	R	Radio Maaref	Yes		1554		1541[Per]	8013
10775	H	29900-3/5	Wide	R	Radio Quran (Iran)	Yes		1555		1551[Per]	8013
10775	H	29900-3/5	Wide	R	Radio Farhang	Yes		1556		1561[Per]	8013
10775	H	29900-3/5	Wide	R	Radio Salamat	Yes		1557		1571[Per]	8013
10775	H	29900-3/5	Wide	R	Radio Varzesh	Yes		1558		1581[Per]	8013
10775	H	29900-3/5	Wide	R	Radio Eghtesad	Yes		1559		1591[Per]	8013
10775	H	29900-3/5	Wide	R	Radio Tehran	Yes		1560		1601[Per]	8013
10775	H	29900-3/5	Wide	R	Radio Ava	Yes		1561		1611[Per]	8013
10775	H	29900-3/5	Wide	R	Radio Namayesh	Yes		1562		1621[Per]	8013
10775	H	29900-3/5	Wide	R	Radio Fasli	Yes		1563		1631[Per]	8013
10775	H	29900-3/5	Wide	R	IRIB World Service Radio 7	Yes		1564		1641[Eng]	8013
10775	H	29900-3/5	Wide	R	IRIB World Service Radio 3	Yes		1566		1661[Ara]	8013
10775	H	29900-3/5	Wide	R	Radio Telavat	Yes		1569		1691[Per]	8013
10775	H	29900-3/5	Wide	R	Radio Goftogoo	Yes		1570		1701[Per]	8013
10775	H	29900-3/5	Wide	R	IRIB World Service Radio 1	Yes		1581		1811	8013
10775	H	29900-3/5	Wide	R	IRIB World Service Radio 2	Yes		1582		1821	8013
10775	H	29900-3/5	Wide	R	IRIB World Service Radio 4	Yes		1584		1841	8013
10775	H	29900-3/5	Wide	R	IRIB World Service Radio 5	Yes		1585		1851	8013
10775	H	29900-3/5	Wide	R	IRIB World Service Radio 6	Yes		1586		1861	8013
10796	V	27500-3/4	Wide	TV	TVS	Yes	MPEG-4/SD	15704	163	92[Pol]	8051
10815	H	27500-5/6	Wide	TV	Vozrozhdeniye	Yes		17308	2008	3008[Rus]	8053
10815	H	27500-5/6	Wide	TV	BVN Europa	Yes		17311	2011	3011[Dut]	8053
10815	H	27500-5/6	Wide	TV	CNL Evropa	Yes		17312	2012	3012[Rus]	8053
10815	H	27500-5/6	Wide	TV	Fashion One Europe	Yes		17315	2015	3015[Eng]	8053
10815	H	27500-5/6	Wide	TV	TBN Rossiya	Yes		17317	2017	3017[Rus]	8053
10815	H	27500-5/6	Wide	TV	Thai TV Global Network	Yes		17320	2020	3020[Tha]	8053
10815	H	27500-5/6	Wide	TV	TVK	Yes		17337	2037	3037[Khm]	8053
10815	H	27500-5/6	Wide	TV	The Word Network	Yes		17373	2073	3073[Eng]	8053
10815	H	27500-5/6	Wide	R	VRT Radio 1	Yes		17310		3010[Dut]	8053
10815	H	27500-5/6	Wide	R	The Overcomer	Yes		17344		3044[Eng]	8053
10834	V	27500-3/4	Wide	TV	Red Carpet	Yes	MPEG-4/HD	3509	168	112[Pol]	8064
10873	V	27500-3/4	Wide	TV	Al Maghribia	Yes	MPEG-4/HD	1	308	309[Ara]	8067
10873	V	27500-3/4	Wide	TV	Al Aoula Middle East	Yes	MPEG-4/HD	2	35	36[Ara]	8067
10873	V	27500-3/4	Wide	TV	Al Aoula Europe	Yes	MPEG-4/HD	3	1001	256[Ara]	8067
10873	V	27500-3/4	Wide	TV	Athaqafia	Yes	MPEG-4/HD	4	46	47[Ara]	8067
10873	V	27500-3/4	Wide	TV	Al Aoula Europe	Yes	MPEG-2/SD	5	1026	1027[Ara]	8067
10873	V	27500-3/4	Wide	TV	Assadissa	Yes	MPEG-4/HD	6	1537	1538[Ara]	8067
10873	V	27500-3/4	Wide	TV	Medi 1 TV Maghreb	Yes	MPEG-2/SD	8	2050	2049[Fre]	8067
10873	V	27500-3/4	Wide	TV	Arryadia	Yes	MPEG-4/HD	10	2562	2563[Ara]	8067
10873	V	27500-3/4	Wide	TV	Tamazight	Yes	MPEG-4/HD	241	3841	3842[Ber]	8067
10873	V	27500-3/4	Wide	R	Idaa al Watania	Yes		11		2817[Ara]	8067
10873	V	27500-3/4	Wide	R	Radio Dakhla	Yes		12		2882	8067
10873	V	27500-3/4	Wide	R	Chaîne Inter	Yes		14		2833	8067
10873	V	27500-3/4	Wide	R	Idaa al Amazighia	Yes		15		2850[Ara]	8067
10873	V	27500-3/4	Wide	R	Idaa Mohammed Assadiss	Yes		16		2866[Ara]	8067
10873	V	27500-3/4	Wide	R	Radio Agadir	Yes		50		501	8067
10873	V	27500-3/4	Wide	R	Radio Oujda	Yes		53		531	8067
10873	V	27500-3/4	Wide	R	Radio Casablanca	Yes		54		541	8067
10873	V	27500-3/4	Wide	R	Radio Houceima	Yes		60		601	8067
10873	V	27500-3/4	Wide	R	Radio Tétouan	Yes		70		701	8067
10873	V	27500-3/4	Wide	R	Radio Meknes	Yes		80		801	8067
10873	V	27500-3/4	Wide	R	Radio Laayoune	Yes		90		901	8067
10873	V	27500-3/4	Wide	R	Radio Dakhla	Yes		91		911	8067
10873	V	27500-3/4	Wide	R	Medi 1 Afrique	Yes		129		2051[Fre]	8067
10873	V	27500-3/4	Wide	R	Radio Tanger	Yes		177		2898	8067
10873	V	27500-3/4	Wide	R	Radio Fes	Yes		178		2897	8067
10873	V	27500-3/4	Wide	R	Radio Marrakech	Yes		179		2865	8067
10930	H	30000-2/3	Wide	TV	Kazakh TV	Yes	MPEG-4/HD	41	.11	412[Rus]|413[Eng]|414[Kaz]|415[Kir]|416[Uzb]	8096
10930	H	30000-2/3	Wide	TV	HSE 24 Italia	Yes	MPEG-4/HD	1731	1731	1732[Ita]	8096
10930	H	30000-2/3	Wide	TV	Dorcel TV	No	MPEG-4/HD|Conax|Irdeto|Nagravision|Viaccess	16901	401	402[Fre]|403[Eng]|404[Spa]|405[Pol]	8096
10930	H	30000-2/3	Wide	TV	RTBF La Une	No	MPEG-4/HD|Mediaguard|Viaccess	16910	551	34[Qaa]|101[Fre]	8096
10930	H	30000-2/3	Wide	TV	RTBF La Deux	No	MPEG-4/SD|Mediaguard|Viaccess	16911	552	102[Fre]|122[Dut]	8096
10930	H	30000-2/3	Wide	TV	RTBF La Trois	No	MPEG-4/SD|Mediaguard|Viaccess	16912	553	103|123[fre][dut]	8096
10930	H	30000-2/3	Wide	TV	RTL TVI	No	MPEG-4/HD|Mediaguard|Viaccess	16913	556	106[Fre]	8096
10930	H	30000-2/3	Wide	TV	Club RTL	No	MPEG-4/SD|Mediaguard|Viaccess	16914	557	107[Fre]	8096
10930	H	30000-2/3	Wide	TV	Plug RTL	No	MPEG-4/SD|Mediaguard|Viaccess	16915	558	108[Fre]	8096
10930	H	30000-2/3	Wide	TV	UA TV	Yes	MPEG-4/SD	16924	44	192[Rus]	8096
10930	H	30000-2/3	Wide	TV	Baby TV Europe	No	MPEG-4/SD|Conax|Mediaguard|Nagravision|Viaccess	16925	2001	3001[Ger]|3101[Eng]|3201[Fre]|3301[Dut]|3401[Tur]|3501[Pol]|3601[Spa]|3701[Por]|3901[Gre]|4101[Ita]	8096
10930	H	30000-2/3	Wide	TV	Hustler HD Europe	No	MPEG-4/HD|Conax|Irdeto|Mediaguard|Nagravision|Viaccess	16928	559	124[Eng]	8096
10930	H	30000-2/3	Wide	TV	Blue Hustler Europe	No	MPEG-4/SD|Conax|Irdeto|Mediaguard|Nagravision|Viaccess	16929	560	126[Eng]	8096
10930	H	30000-2/3	Wide	TV	Private TV	No	MPEG-4/HD|Conax|Irdeto|Mediaguard|Nagravision|Viaccess	16930	561	128[Eng]	8096
10930	H	30000-2/3	Wide	TV	Hustler HD Europe	No	MPEG-4/HD|Irdeto|Nagravision	16931	559	124[Eng]	8096
10930	H	30000-2/3	Wide	TV	Private TV	No	MPEG-4/HD|Irdeto|Nagravision	16933	561	128[Eng]	8096
10930	H	30000-2/3	Wide	R	Pure	No	Mediaguard|Viaccess	16916		111[Fre]	8096
10930	H	30000-2/3	Wide	R	Classic 21	No	Mediaguard|Viaccess	16917		112[Fre]	8096
10930	H	30000-2/3	Wide	R	VivaCité Bruxelles	No	Mediaguard|Viaccess	16918		113[Fre]	8096
10930	H	30000-2/3	Wide	R	Musiq'3	No	Mediaguard|Viaccess	16919		114[Fre]	8096
10930	H	30000-2/3	Wide	R	La Première	No	Mediaguard|Viaccess	16920		115[Fre]	8096
10930	H	30000-2/3	Wide	R	Mint	No	Mediaguard|Viaccess	16921		118[Fre]	8096
10930	H	30000-2/3	Wide	R	Bel RTL	No	Mediaguard|Viaccess	16922		119[Fre]	8096
10930	H	30000-2/3	Wide	R	Radio Contact	No	Mediaguard|Viaccess	16923		120[Fre]	8096
10949	V	27500-3/4	Wide	TV	Al Hiwar TV	Yes	MPEG-4/HD	7456	6501	6511[Ara]	8121
10949	V	27500-3/4	Wide	TV	Brazzers TV Europe	No	Irdeto|Nagravision|Viaccess	7461	7001	7011[Eng]|7012[Fre]	8121
10949	V	27500-3/4	Wide	TV	EWTN Europe	Yes		7462	7101	7111[Eng]	8121
10949	V	27500-3/4	Wide	TV	CNBC Europe	Yes		7463	7201	7211[Eng]	8121
10949	V	27500-3/4	Wide	R	Persian BMS	Yes		7402		5111[Per]	8121
10949	V	27500-3/4	Wide	R	WRN Russkij	Yes		7403		5211[Rus]	8121
10949	V	27500-3/4	Wide	R	WRN English Europe	Yes		7404		5311[Eng]	8121
10949	V	27500-3/4	Wide	R	Radio Jahani	Yes		7406		5511[Per]	8121
10949	V	27500-3/4	Wide	R	Sawt Al Alam	Yes		7408		5701[Ara]	8121
10992	V	27500-2/3	Wide	TV	Rai 3 Friuli Venezia Giulia	No	Nagravision	8501	511	653[Ita]	9001
10992	V	27500-2/3	Wide	TV	Rai Movie	No	Nagravision	8502	200	800[Ita]|850[Qaa]	9001
10992	V	27500-2/3	Wide	TV	Rai 1	Yes		8511	512	650[Ita]|699[Qaa]	9001
10992	V	27500-2/3	Wide	TV	Rai 2	Yes		8512	513	651[Ita]|696[Qaa]	9001
10992	V	27500-2/3	Wide	TV	Rai 3	Yes		8513	514	652[Ita]	9001
10992	V	27500-2/3	Wide	TV	Rai 4	No	Mediaguard|Nagravision	8514	523	604[Ita]|698[Qaa]	9001
10992	V	27500-2/3	Wide	TV	Rai News 24	Yes		8516	520	690[Ita]	9001
10992	V	27500-2/3	Wide	R	Rai Radio Tutta Italiana	Yes		8515		673[Ita]	9001
10992	V	27500-2/3	Wide	R	Rai Radio 1	Yes		8554		54[Ita]	9001
10992	V	27500-2/3	Wide	R	Rai Radio 2	Yes		8555		55[Ita]	9001
10992	V	27500-2/3	Wide	R	Rai Radio 3	Yes		8556		56[Ita]	9001
10992	V	27500-2/3	Wide	R	Rai Radio 1 Sport	Yes		8557		57[Ita]	9001
11013	H	29900-3/4	Wide	R	Rai 4K	No	HEVC/UHD 4K|Nagravision	1840		1841[Ita]|1843[Eng]	9014
11013	H	29900-3/4	Wide	TV	Rai Gulp	No	MPEG-4/HD|Nagravision	17712	1820	1821[Ita]|1823[Qaa]	9014
11013	H	29900-3/4	Wide	TV	Rai Yoyo	No	MPEG-4/HD|Nagravision	17713	1830	1831[Ita]|1833[Qaa]	9014
11013	H	29900-3/4	Wide	TV	Rai Scuola	No	MPEG-4/HD|Nagravision	17715	1850	1851[Ita]|1853[Qaa]	9014
11013	H	29900-3/4	Wide	TV	Rai 4	No	MPEG-4/HD|Nagravision	17716	1860	1861[Ita]|1863[Qaa]	9014
11013	H	29900-3/4	Wide	TV	Rai Premium	No	MPEG-4/HD|Nagravision	17717	1870	1871[Ita]|1873[Qaa]	9014
11013	H	29900-3/4	Wide	TV	Rai Movie	No	MPEG-4/HD|Nagravision	17718	1880	1881[Ita]|1883[Qaa]	9014
11034	V	27500-3/4	Wide	TV	TV 5 Coran	Yes		1701	120	130[Ara]	9022
11034	V	27500-3/4	Wide	TV	TV 4 Amazigh	Yes		1702	220	23.	9022
11034	V	27500-3/4	Wide	TV	TNT International Europe	Yes		1703	320	330[Rus]	9022
11034	V	27500-3/4	Wide	TV	112 Ukraïna	Yes	MPEG-4/HD	1704	420	430[Ukr]	9022
11034	V	27500-3/4	Wide	TV	2M Monde	Yes		1705	520	530[Ara]	9022
11034	V	27500-3/4	Wide	TV	CGTN	Yes		1706	620	630[Eng]	9022
11034	V	27500-3/4	Wide	TV	TV Rus	Yes		1707	720	730[Rus]	9022
11034	V	27500-3/4	Wide	TV	RTR Planeta	Yes		1708	820	830[Rus]	9022
11034	V	27500-3/4	Wide	TV	Boutique TV Deutschland	Yes		1709	920	930[Rus]	9022
11034	V	27500-3/4	Wide	TV	Rossiya 24	Yes		1710	1020	1030[Rus]	9022
11034	V	27500-3/4	Wide	TV	NTV Mir	Yes		1713	1320	1330[Rus]	9022
11034	V	27500-3/4	Wide	TV	Ganj e Hozour TV	Yes		1717	1720	1730[Per]	9022
11034	V	27500-3/4	Wide	TV	8 Kanal International	Yes		1718	1820	1830[Rus]	9022
