Freq	Pol	SR	Beam	Type	Name	FTA	Encryption	SID	VPID	APID Lang	Row
10762	H	30000-3/5	Europe B	TV	Top News	Yes	MPEG-4/SD	1020	1021	1022[Alb]	6001
10762	H	30000-3/5	Europe B	TV	BCTV Europe	Yes	MPEG-4/SD	1300	1301	1302[Alb]	6001
10762	H	30000-3/5	Europe B	R	Top Albania Radio	Yes		1800		1803[Alb]	6001
10762	H	30000-3/5	Europe B	R	Top Gold	Yes		1820		1023[Alb]	6001
10804	H	29950-2/3	Europe B	TV	EuroNews Albania	Yes	MPEG-4/HD	2000	2001	2002[Alb]	6006
10804	H	29950-2/3	Europe B	R	My Music Radio	Yes		921		2243[Alb]	6006
10804	H	29950-2/3	Europe B	R	NRG Radio Albania	Yes		2411		2764[Alb]	6006
10804	H	30000-2/3	Sub-Sahara Africa	TV	Vision 4	Yes	MPEG-4/SD	101	1011	1012[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	2S TV	Yes	MPEG-4/SD	102	1021	1022[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	CRTV	Yes	MPEG-4/SD	104	1041	1042[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	Hadi TV 5	Yes	MPEG-4/SD	105	1051	1052	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	Emirem TV	Yes	MPEG-4/SD	107	1071	1072[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	CRTV News	Yes	MPEG-4/SD	108	1081	1082[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	Canal 2 English	Yes	MPEG-4/SD	111	1111	1112[Eng]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	Label TV	Yes	MPEG-4/SD	113	1131	1132[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	Christ Live	Yes	MPEG-4/SD	114	1141	1142[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	RTB TV (Burkina Faso)	Yes	MPEG-4/SD	115	1151	1152[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	Vision 4 RCA	Yes	MPEG-4/SD	117	1171	1172[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	CRTV Sports and Entertainment	Yes	MPEG-4/SD	118	1181	1182[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	LM TV Français	Yes	MPEG-4/SD	121	1211	1212[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	Arewa 24	Yes	MPEG-4/SD	131	1311	1312[Hau]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	Burkina Info TV	Yes	MPEG-4/SD	132	1321	1322[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	ORTB TV	Yes	MPEG-4/SD	201	2011	2012[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	Golfe TV Africa	Yes	MPEG-4/SD	204	2041	2042[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	France 24 Français	Yes	MPEG-4/SD	205	2051	2052[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	Asonga TV	Yes	MPEG-4/SD	206	2061	2062[Spa]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	Equinoxe TV	Yes	MPEG-4/SD	343	3431	3432[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	Canal 2 International	Yes	MPEG-4/SD	345	3451	3452[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	Sweet FM Vision	Yes	MPEG-4/SD	346	3461	3462[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	ImpacTV	Yes	MPEG-4/SD	361	3611	3612[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	Boom TV	Yes	MPEG-4/SD	371	3711	3712[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	STV (Cameroon)	Yes	MPEG-4/SD	372	3721	3722[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	New Africa TV Hausa	Yes	MPEG-4/SD	374	.741	3742[Hau]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	Amen TV Sat	Yes	MPEG-4/HD	470	4701	4702[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	Power TV	Yes	MPEG-4/SD	482	4821	4822[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	Canal 2 Movies	Yes	MPEG-4/SD	502	5021	5022[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	Ubiznews TV	Yes	MPEG-4/SD	505	5051	5052[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	Africa TV 3	Yes	MPEG-4/SD	601	6011	6012[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	Africa Sports TV	Yes	MPEG-4/SD	620	6201	6202[Fre]	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	Voxafrica Afrique	Yes	MPEG-4/SD	640	6401	6402	6010
10804	H	30000-2/3	Sub-Sahara Africa	TV	Eden TV	Yes	MPEG-4/SD	651	6511	6512	6010
